,Unnamed: 0,사고원인,재발방지대책 및 향후조치계획
3383,11116,수직재를 하역하는 작업을 하던 중 인근 설치된 자재에 대해 인지 하지 못하여 생긴 사고,"작업전 교육을 통하여 안전의식을 고양하고, 무리한 작업이 되지 않도록 2인 1조의 작업구성을 포함한 재발 방지 대책."
3384,11117,"사고공종인 가도 설치를 위한 토공 조성작업, 일자식 사다리 설치 및 철거 작업 모두 사전에 시공계획서 등에 포함되지 않은 미 계획된 작업이며,특히, 당일 현장에 상주하고 있던 현장대리인은 토공 상단부에 불안정하게 적치되어 있던 암버럭의 위험상태를 인지하지 못하고 사다리 철거를 지시하였음.","현재 작업 중지 상태이며, 작업자의 시야 확보가 곤란한 단차 구간에서 신호수 정위치 준수 및 2인 배치를 통한 작업 시행과 작업 시작 전 위험요소 확인 및 제거가 예정되어 있으며, 확인서 작성이 진행 중임."
3385,11118,2022.02.08.13:50경 430동 1104호 세대내 욕실벽 타일 작업중 난방을 위하여 고체연료를 불이 붙은 상태로 이동중 고체 연료통을 놓쳐 연료와 불꽃이 옷에 옮겨붙음,"고체연료 사용 중 이동 시 불을 완전히 소화한 후 이동하고, 전 근로자에게 고체연료 사용기준에 대한 특별교육을 실시하며, 고체연료를 지정된 장소에 별도로 보관 관리하는 방안."
3386,11120,현장내 차량은 운행시 충돌사고위험이 있으므로 정면운행을 하여야하나 공간이 협소하여 후진운행을 하여 시야확보가 어려웠고 전담 신호수가 배치되지 않아 운전원이 피해자를 미쳐보지못함.,"작업용 차량의 사전작업계획서 제출, 운전원 안전교육 실시, 전담신호수 배치 및 근로자 접근통제 조치 준수, 정기적인 재발 방지 이행 여부 확인과 현장 안전 점검 실시."
3387,11122,2022년 2월 8일 10시 경 비상 엘리베이터 설치 작업중 원인미상으로 내부 작업대차가 지하5층으로 추락,"사고 원인 조사 중으로 원인 확인 후 조치 계획서 작성 예정이며, 현장 사고 현황 파악과 공사관계자에게 안전 관리 철저 지시가 포함된 향후 조치 계획."
3388,11125,"작업 도중 사다리 발판에 작업자의 디딤발이 미끄러짐으로 인하여 사다리에서 낙하, 바닥면에 손목과 늑골부위를 충격함.",전도방지 부착 사다리 사용과 2인 1조 작업을 통한 재발 방지 대책과 도급업체의 안전보건 계획서 이행 점검 및 개인보호구 착용의 상시 확인.
3389,11126,우레탄 폼 자재의 특성에 대한 이해가 부족하여 힘 주어 자르려다 사고 발생,자재 특성에 대한 올바른 작업 실시와 안전사고에 대한 안전교육 실시 및 현장 안전 관리 철저.
3390,11128,작업자 키보다 높을 곳을 작업하게 되어 블럭을 머리 위로 들어 작업중 중심을 잃고 떨어짐,"작업 시 불안전한 행동 및 상태를 방지하기 위한 조치로 TBM 실시와 안전난간대 설치, 고소 작업 시 안전한 작업계획 수립 및 주기적인 현장 점검을 통한 위험 요소 지적과 시정조치가 필요함."
3391,11130,"작업자는 물탱크 이동 중인 장비 기사에게 이동을 멈춰달라는 요청을 하였으나, 이를 제대로 장비 기사가 인지하지 못해 작업자의 팔이 철골기둥과 물탱크 사이에 끼임",신호 체계 개선과 이동 시 크레인 양중 시 주의사항을 포함한 근로자 특별교육 실시 및 현장 관리 철저 안내.
3392,11136,작업장에서 건축비계 운반 반복작업 후 어깨에 이상이 있어 병원검진을 받아보니 어깨 회전근개(극상근) 파열,"근골격계 질환 예방을 위한 교육 실시와 반복작업 시 휴식시간 설정, 작업안전수칙 철저 지시를 포함한 향후 조치 계획."
3393,11139,불안정한 자세로 상승각을 떼어내기 위해 무리한 힘을 가하다 낙하물에 부딪침,"해체 시 무리한 힘 사용 자제와 낙하위험 장소에서 개인보호구 착용, 작업절차 수립 및 해체 순서에 따른 해체 실시, 낙하위험 장소에서 개인보호구 착용 후 작업 실시와 안전교육 시행."
3394,11140,재해자가 터널 공동구 청소작업을 하기위하여 보행중 노출철근에 안전화 앞부분이 걸리면서 몸의 중심을 잃고 70cm 하부 바닥으로 쓰러지면서 좌측 손을 바닥에 짚은과정에서 팔꿈치 탈골이 발생한 사고임.,미숙련공 투입금지 및 관리감독 강화와 감리단 및 시공사 안전교육 실시를 통한 재발 방지 대책.
3395,11141,금일 작업 시작 후 콘크리트 블록 적치 중 작업자가 블록 상단(1미터)높이에서 바닥으로 뛰어 내리는 도중 발 뒤꿈치에 충격이 가해여 종골뼈 골절 발생,작업자의 연령 고려와 작업 전 국민체조를 통한 동절기 충분한 몸풀기 후 작업 투입 지시 및 콘크리트 블록의 2단 이상 적재 금지 조치.
3396,11143,현장 내 가시설 코너스트러트 4단 해체 작업 시 로더에서 내려 작업 상태 확인 중 약 5m 높이에서 H빔이 낙하하여 비래 사고 발생.,"현장 안전 강화를 위한 교육 실시와 신호 체계 확립, 근로자의 건강 상태 확인을 포함한 안전 관리 강화."
3397,11144,지축지구 상업 3BL 1-2LT 근린생활시설 신축공사 현장에서 재해자 황철호는 굴삭기 운전하기 위해 현장 지하로 걸어내려가던 중 흙에서 균형을 잃고 넘어짐.,"투광등 설치와 안전통로 확보, 안전관리계획서 기준에 부합하는 철저한 안전관리교육 및 안전기구 설치를 통한 안전관리 강화."
3398,11148,흙막이 동바리 해체 작업 완료 후 이동식크레인을 이용한 로더 인양작업 중 2m 정도 인양 중 이동식크레인 와이어로프 파단되어 추락 충격으로 부착물이 비래하여 맞은 재해임,장비 사용 전 점검의 철저함과 작업구획 설정 및 신호수 배치를 통해 해당 작업구획 내 근로자 외 출입 통제를 강화하는 조치.
3399,11155,벽체 거푸집 해체 작업 중 해체물이 갑작스럽게 빠지면서 안면에 튀어 부딪힘,작업 전 위헙 작업 소규모 TBM 진행과 작업 반경이 넓은 수공구 사용을 통한 재발 방지 대책 마련.
3400,11157,이동식 강관조립식말비계 위에서 벽체 인테리어 공사 중 중심을 잃어 비계와 작업벽체 사이로 떨어지면서 갈비뼈에 금이 가는 부상을 입음.,"작업전 작업자 안전교육 실시, 개인보호구 착용 관리감독, 작업자 안전시공관리 철저를 통한 재발 방지 대책 마련."
3401,11159,"2단으로 적치된 철거 띠장(H빔)을 바브캣 뒷바퀴가 1단 H빔을 치면서 상부의 H빔이 바닥으로 추락하였으며,  가까이 지나가던 재해자의 발등을 타격함",장비운용 미흡에 따른 교육 철저와 유사사고 발생 방지 교육 실시 및 자재안전적치 방법 준수 지시.
3402,11163,자재 상차 간 작업자 와 지게차 운전자 와의 수신호 오해로 인한 사고 발생,"현장 내 안전관리계획 재검토 및 시공사 재발방지계획 보고, 공사 진행 간 안전 관련 조치사항 철저 이행과 부상자 즉각 병원 후송 및 수술 조치, 현장 출입 통제 및 안전 조치 재실시, 부상자 산재 보험 처리 및 요양급여신청, 산업재해조사표 제출, CSI 산업재해 발생보고 실시 후 부상자 치료 경과 확인 및 현장 안전관리 조치 완료에 따른 5차 보고."
3403,11165,이동 중 유공발판에 묻어 있던 습기로 인해 밑으로 미끄러지면서 보조철근에 턱을 부딪치며 발생한 재해임,"작업 전 주변 장애물 인지 및 발판 고정상태, 결빙 유무 확인과 수시 안전교육을 통한 사전 위험성 평가 실시, 안전사고 발생 시 보고체계 확립을 통한 관리감독 강화."
3404,11167,상부에서 하부로 자재를 내려받다가 하부에서 받던 재해자가 자재를 잡은 손에서 자재가 미끄러지며 가슴에 부딛힘,자재 이동 전 작업자 간 안전 작업 방법 회의 및 상호 유기적인 소통 필요성과 사고 발생 현장에 대한 공사장 점검 강화.
3405,11169,동절기 영하기온에 따른 데크판 상부가 미끄러운 상태에서 데크플레이트 이동통로(작억발판) 미확보 구간 통행,근로자 실족 방지를 위한 이동통로(작업발판) 설치 후 후속 공정 작업 진행과 안전사고 발생 사례 전파 및 의식 고취.
3406,11170,"칸막이 옮기는 작업에는 무리가 없었으나 부주의로 인해 판넬옆 날카로운 부분을 재해자가 보지못하였고, 작업동선의 안전에 대해 생각하지 못하였다.","재해자와 같이 다른 사람이 보지 못하는 부분에서 날카롭거나 상해를 입힐 만한 요소 제거 및 작업 동선 방해 없는 자재 안전 보관, 안전에 대한 각별한 유의, 날카로운 부분에 대한 안전 용품 덧대기, 지도 감독 강화, 사전 위험 요소 확인 및 작업 전 안전 교육 실시, 작업 동선 재확인 후 작업 지시."
3407,11180,콘크리트 타설작업 종료 후 계단으로 내려가던 중 콘크리트 타설시 블리딩에 의한 물이 계단실로 흘린 상태에서 내려오다가 미끄러짐,"콘크리트 타설구간 하부 계단 천막 보양 시 조명 확보, 결빙구간 열풍기 및 고체연료 설치, 근로자 정기교육 및 작업 전 특별교육 실시를 통한 안전 확보."
3408,11181,법면 상부 평탄화 작업이 진행되지 않은 상태로 법면 보양을 실시하여 해당구간 식별 표시가 되지 않음,보양 작업 근로자에게 평탄화 작업 후 보양 작업 진행에 대한 교육 실시와 작업자들에게 교육을 통한 해당 구간 제거.
3409,11186,102동측  도로측  외부 낙하물 방지망 설치작업중 보호장비없이 휀스에서 내려오던 중 사고 발생,"안전점검 선실시, 안전미흡시설 보완, 사고원인 파악, 작업자 안전교육 실시를 통한 재발 방지 대책과 향후 안전점검 및 작업자 안전교육 계획."
3410,11187,"재해자는 재해일까지 11년 9개월간 형틀목공업무를 수행하면서 작업과정에서 상지거상과 함께 중량물 취급, 어깨에 물건을 짊어지고 이동하는 과정에서 어깨의 과도한 힘과 반복성 등이 발생하여 신체에 부담이 간 것으로 판단","고령 등 나이를 고려한 업무배정, 휴식시간 부여, 중량물 취급 시 2인1조 작업 시행, 작업 전 충분한 스트레칭 실시."
3411,11191,라쳇바로 고정된 자재를 풀기 전 상부자재가 미끄러지지 않도록 고임목을 준비하는 등의 사전 안전조치 미흡,"인력이용 자재이동 작업 방법 재확인 및 작업표준 개정과 고임목을 미리 받쳐 자재가 무너지는 것을 막는 사전안전조치 실시, 그리고 사전안전조치 철저 요청."
3412,11201,3층옥탑 스라브에서 외장판넬 하지작업 각파이프 설치작업 중 옆에 있는 개구부로 3층 바닥스라브에 떨어짐,"현장 내 안전시설물 점검 및 추락 방지망, 안전난간, 작업 통로, 이동식 틀비계, 개구부 덮개 설치와 근로자 안전방호구 착용 및 안전벨트 걸이 사용 교육을 통한 안전 강화 조치."
3413,11208,"아파트 세대 내부 조적 작업 중 작업발판(말비계, h:800mm) 마지막 계단부위에서 내려오다 바닥에 있는 콘크리트 조각을 밟아 미끄러지며 왼쪽 발에 충격을 받음","재발 방지 대책으로 근로자 교육 실시와 사업장 순회점검 강화, 위험성 평가 후 동일 공종 반영 및 산업재해보상보험 처리 종결."
3414,11211,PC슬라브 설치(2층 천장) 작업 중 인양고리(4개소) 중 일부 고리의 후크가 완전히 해체되지 않은 상태에서 크레인기사가 와이어로프를 인양하여 PC슬라브가 2층 바닥으로 떨어지면서 작업자(2명)도 같이 떨어져 PC슬라브에 깔림,"재발방지 대책 수립 후 공사 재개 예정이며, 확정된 대책은 유사현장에 공유하여 동일사고 재발 방지에 기여할 계획."
3415,11222,"작업자의 미끄러짐이 발생하였으며, 이 미끄러짐이 발생된 이유는 두가지 원인이 있음. 첫번째, 빗물 등의 불안전요소 발생시 작업을 중지 또는 2인1조로 안전하게 진행해야함. 두번째, 안전밸트 등의 안전사고 발생시 사고를 최소화할 수 있는 장치가 필요함.","안전밸트 걸이시설 보완, 작업지도 및 안전교육 실시와 함께 철저한 안전계획 수립을 통한 재발 방지와 향후 산재처리를 위한 요양 계획."
3416,11224,- 이동 경로를 사전에 미확인- 해당 공정의 마지막 작업일로 안전에 대한 개인의식 저하,"안전관리계획서 보완, 걸림 사고 발생부 가시화 표현, 감독부서 조치상태 점검, 해당사고 재발방지 교육자료 작성 및 토의, 전 근로자 대상 교육자료 교육, 교육결과 보고 등의 조치와 향후 계획."
3417,11227,철근 인양시 철근 다발 전체를 슬링벨트로 감싸서 인양을 하여야 하나 철근 다발 묶음 철사에 인양고리로 인양중 철사 풀림으로 낙하물 발셍,작업 전 사전교육 철저 및 작업방법 개선과 근로자 전파교육 실시 및 양중 작업 시 안전수칙 사전교육 반복실시를 통한 동일 사고 예방 방안.
3418,11229,제작 현장 거푸집(유로폼) 조립 과정에서 발을 헛디뎌 바닥으로 그대로 넘어지며 허리에 충격을 받음(거푸집 조립 과정에서 급작스럽게 일어난 사고로 손으로 바닥을 짚으며 충격을 완화시키는 것이 힘들었던 것으로 판단됨),"작업 전 안전교육 실시와 안전 의식 고취, 위험구간 사전 설명, 작업자 작업 상태의 안전수칙 준수 여부 확인, 작업자 이동 통로 확보, 신규 입사자 교육 시 현장 설명 및 위험구간과 잦은 사고 공정에 대한 설명, 순회점검 시 작업자 작업 상태 및 안전 수칙 준수 여부 확인, 관리감독자에 의한 작업 상황 보고 지시가 포함된 재발 방지 대책과 향후 조치 계획."
3419,11237,타워크레인4호기 해체작업 중 타워 케이지에서 작업자가 해머로 턴테이블 헤드핀 체결을 위해 작업하다가 핀을 잡고있던 보조자의 손을 가격함,"턴테이블 헤드핀 체결 시 해머를 짧게 잡고 작업하며 처음부터 강하게 내려치지 않도록 하고, 이부 체결 후 보조자가 핀을 잡지 않도록 하며, 수시점검을 통해 현장 관리감독자의 안전관리 철저 지도를 시행하는 방안."
3420,11245,계단실 내에서 4인 1조로 무리하게 대차를 운반하던 도증 허리에 무리가 간 것으로 추정됨,계단 실 내 대차 인력 운반 금지와 대차 등 무게가 나가는 물건의 무리한 인력 운반 방지를 위한 조치 요청.
3421,11257,교사동 1층 계단 챌판 거푸집 설치 작업을 하기위해 이동하면서 배근 된 계단 바닥 철근에 다리가 미끄러지면서 왼손으로 바닥을 짚어 좌측 엄지 손가락 인대를 다침,"작업 전 안전교육 실시, 겨울철 작업 시간 조정, 소규모 TBM 활동 강화 및 시공사로부터의 보고 지연과 산재 처리."
3422,11264,발을 헛디뎌 넘어짐(계단 난간이 있었으나 양손에 양동이를 들고 있어 잡지를 못함),"작업 전 특별 교육 실시 및 개인 보호구 착용 철저, 작업지시자 배치와 2인 1조 작업 준수, 사고 발생보고서 및 산업재해조사표 접수, 부상자 연락을 통한 사고 상황 확인, 사고 공사현장에 대한 안전조치 계도 모니터링 실시."
3423,11267,H빔설치시 난간파이프 연결시 미숙련공이 작업하면서 손가락이 협착되어서 사고 발생,"작업 시 미숙련공은 보조작업이나 쉬운작업만 수행하고, 숙련공 위주로 채용하며, 작업 전 특별 교육을 실시하는 방안."
3424,11268,동바리 설치시 부재의 연결부에 대한 정확한 고정상태 확인동절기 근로자의 작업능력 둔화,"근로자 불안전한 행동 방지를 위한 유사사고 사례 교육과 동바리 설치 시 부재의 연결부에 대한 정확한 고정상태 확인, 동절기 근로자의 작업능력 둔화 대비를 포함한 향후 조치 계획."
3425,11275,작업자의 이동시 개구부 통과 후 개구부 덮개를 닫지 않아 다른 작업자가 열린 개구부를 인지하지 못하고 작업 중 추락,"케이슨 제작 관련 근로자 작업규정 준수 및 특별교육 실시, 강재 거푸집 개구부 덮개 및 벽체 주변 위험표지시설 추가 설치와 사고자 치료 후 치료결과에 따른 공상처리 또는 산재보험처리, 재해 재발 방지 대책 수립 및 작업발판 개선."
3426,11276,두손으로 비계사다리 손잡이 잡고 승하강해야하나 한손에 도면을 잡고 이동함,"비계사다리 안전기준 전파, 전체 근로자 특별교육 실시, 비계사다리 경고표지 등 눈관리 실시와 검토 및 확인된 재발 방지 계획서 준수."
3427,11280,외부 로프작업으로 유리닦기를 하기전 로프를 사다리에 경사지게 묶고 옥탑 모서리 양면에 보조로프를 고정 후 로프를 확인차 당겨보던 중 옥탑 슬라브 모서리에 고정된 로프가 벗겨지면서 추락한 사고,작업자 안전교육 실시 및 안전관리자 입회 후 작업실시를 통한 재발 방지 대책과 향후 조치 계획.
3428,11284,청주여자고등학교 2관동 3층으로 바닥 모르타르 타설을 위한 건설용 자재(와이어메시)를 사다리차로 인양 작업 중 외벽에 설치된 이중창 창짝을 철거하는 과정에서 창문짝과 함께 추락,"추락 위험성이 있는 작업 시 작업계획 및 안전조치 설치 사항을 보고하고 확인한 후 작업을 진행하며, 위험성 있는 작업 진행 시 작업계획과 안전시설 설치 및 근로자 안전보호구 착용을 확인하여 사고 방지를 위한 노력을 기울이는 것."
3429,11287,건설기계가 작동 중에 발견한 이물질을 제거하기 전 건설기계의 작동을 중지 하고 이물질 제거를 시도했어야하나 그러하지 아니함,건설기계 작동 시 손가락 등 협착 주의 교육과 정비 시 작동 중지 후 점검 교육을 통한 사고 예방 및 안전팬스 설치 지시.
3430,11293,시스템 비계 해체시 수평대 연결핀 미확인으로 인해 수평대 해체 중 수평대가 하부로 낙하함,"시스템 비계 해체 작업 전 연결핀 상태 확인, 해체 전 근로자 특별안전교육 실시, TBM 시 근로자에게 위험성 평가 내용 공유, 정기교육 시 낙하물에 의한 사고 예시 전파 교육 실시."
3431,11295,문재터널 시점부 벌목작업중 벌목 리바운딩에 의한 좌측 쇄골 골절 부상 발생,"근로자 및 장비 운전자 특별교육 실시, 벌목작업 시 벌도목 중심으로 2배 이상의 안전거리 유지, 위험지역 내 근로자 출입 통제 상태에서 벌목작업 수행, 올바른 수구 각따기 방법 준수 및 부상자 산재 처리 예정."
3432,11297,"경찰 사고조사 결과 사인은 내상으로 조사되어, 원인 특정하기 어려운 상황이나, 심장마비로 추정됨","고령자 채용 지양, 작업 투입 전 근로자 혈압 확인 및 건강 상태 철저 확인, 발주청 내부 중대재해 발생 대응 매뉴얼에 따른 보고 및 대응체계 유지, 유가족 산재 신청 여부에 따른 후속조치 시행."
3433,11298,- 곤도라케이지 이동작업은 당일 없었으나 재해자의 임의판단하에 곤도라케이지를 이동함- 곤도라케이지 수평 이동 시 전도 될 수 있는 위치에서 이동작업 실시함,"곤도라 케이지 이동 시 지정된 숙련공 6인 1조 작업 실시, 작업구간 관리자 상주에 의한 안전작업 독려, 위험성 평가 반영 및 TBM 교육 실시, 작업구간 관리감독자 및 작업지휘자 상주에 의한 안전작업 독려, 지정된 숙련공 외 이동 금지 조치."
3434,11301,현장 2번계단을 올라간 후 이동하던 중 미끄러지면서 오른쪽을 짚어 손가락 부상을 당함,"바닥 미끄럼 방지 조치와 이동 시 안전수칙 준수를 위한 교육 실시, 지속적인 안전교육을 통한 사고 예방 조치."
3435,11303,"양중의 속도와 편의를 위함, 원청 업체와 협의 없이 안전을 위해 설치된 차폐판을 철거하고 자재 양중을 준비함","공사장 안전대책 마련, 조속한 엘리베이터 설치, 개구부 완벽 폐쇄, 상시 점검 및 건축관계자에게 공사장 안전대책 수립 작성 제출 지시와 행정처분 등 조치 검토."
3436,11313,작업자가 콤프레셔 호스 이동 시 불안전한 행동으로 인해 넘어지면서 충격을 받음,"작업 전후 작업장 주변 정리정돈, 동절기 작업 전 사고방지를 위한 충분한 스트레칭 실시, 작업시작 전 조회시간에 관련 내용 전파."
3437,11315,고령자(만 72세)로 육체적 업무 능력 초과 및  무리한 행동에 의한 전도(주저앉어면 넘어짐),"고령자 취업 시 건강진단 확인 및 육체적 능력 검토 후 작업 배치와 신규 근로자 채용 시 연령 및 신체적 특성에 따른 업무 제한 조치, 신규 채용 근로자 작업 투입 전 고령자의 연령 및 신체적 특성에 따른 업무 배치, 현재 현장 내 고령 근로자에 대한 안전 교육 및 업무의 적정성 검토와 업무 배치 변경 실시."
3438,11316,지게차를 이용하여 장비 운반 중 지게차 왼쪽 뒷바퀴에 오른쪽 다리 부딪힘 발생,"근로자 교육 강화, 관리감독자 지휘권 강화, 및 현장 신호수와 운전자의 재교육 실시를 통한 현장 안전 강화."
3439,11325,순서대로 데크 판개 미이행으로 인한 미판개 부분으로 추락함.추락당시 화장실 DOWN 부분 z바 설치부분때문에 작업자 임의로 안전망 로프를 절단하여 안전망에 추락하였으나 1면이 절단되어 슬라이딩 되어 바닥으로 추락함,"안전시설물 보완 및 안전교육 후 관계자 안전시설물 확인과 안전사고에 대한 세부 원인 분석, 공사장 전반에 대한 안전 점검 및 안전 관리에 관한 구체적인 조치 계획서 작성 후 적합하다고 판단될 시 공사 재개."
3440,11326,"동절기 수중작업 불가(저수지 배수 완료 후 현장확인, 수중작업시 잠수장비 미착용)","작업 전 사전 보고와 안전 보호구 착용, 현장 관리 감독의 철저함과 작업 중 안전 관리 및 보호구 장비의 철저함."
3441,11328,지상2층 계단벽체거푸집 조립중 필요한 원형파이프를 세워두고 작업중 자재가 쓰러지자 손으로 잡으려고 하던중 잡지 못하고 손가락이 끼어서 발생한 재해,"작업속도를 빠르게하기 위해 길이가 긴 자재를 벽면에 걸쳐 놓는 경우가 많아 자재가 넘어지지 않도록 받침대를 설치하거나 바닥에 내려놓고 작업토록 교육하며, 현장자재관리를 철저히 하고 작업자 안전교육을 실시하는 안전관리 방안."
3442,11329,상부벽에 목제거하기 위해 사다리를 타고 올라가 제가하던중 부주위로 떨어짐,사다리에 탈 경우 2인1조로 작업하도록 교육하고 비상주감리 및 시공사 안전관리자 재교육을 실시하는 방안.
3443,11330,쌍죽6교 하부 슬래브 거푸집 해체 작업 중 거푸집  탈착 과정 중 힘을 주다 넘어짐,거푸집 해체 시 무리한 충격이나 큰 힘에 의한 지렛대 사용 금지와 안전담당자 배치 후 작업 실시.
3444,11335,수영장 시스템 비계 안전발판 운반 작업 중 작업중인 미고정 발판을 디뎌  높이 3.2미터 유아풀 아래로 추락하여 발생한 사고 임.,"근로자 안전의식 고취를 위한 교육 강화, 작업 투입 전 작업절차 및 이동동선 전달, TBM 유해위험요인 및 위험요소 사전 전달, 미끄럼 방지 조치 및 추락방지 시설물 보완 설치, 안전 관리 감독자의 현장 순찰 및 가설시설물 점검 강화, 작업근로자 안전교육 및 미끄럼 방지 안전발판 추가 설치."
3445,11340,원전원이 신호수별 이상유무를 확인하였어야 하나 전체적으로 확인 후 설비를 가동 시킴,위험작업 시 같은 공간 내 병행작업 금지와 신호 수신의 정확성을 통한 운전 진행 관리로 동일 재해 발생 방지 계획.
3446,11342,(기초 매트)철근 위에서 콘크리트 타설 작업 중 콘크리트에 덮인 철근을 밟기 위해 더듬더듬 찾다가 (헛디뎌) 발이 빠져 철근에 꼬리벼가 부딪혀 골절됨,"철근이 콘크리트에 덮여 보이지 않는 상태에서 완전한 체중을 지지할 수 있도록 이동 후 작업을 진행하며, 매트 기초 콘크리트 타설 시 철근 상부에서 발이 빠지지 않도록 체중 이동이 된 후 작업을 진행하는 방안."
3447,11343,"2022년 1월 13일 15시 김해서중 교사 신축공사 현장 내(교사동 2층 홈베이스 복도)에서 성진도장 소속 도장공 박인수는 말비계(높이50cm) 위에서 천장 퍼티 작업 중 말비계 끝단부로 이동하였는데, 끝단부를 미처 확인하지 못하고 발의 헛디뎌 넘어짐. 넘어진 곳에 목재가구가 있어서 옆구리 부위에 부딪힘","작업자 안전교육 실시, 소규모 TBM 실시, 말비계 끝단부에 낙상경보기 및 논슬립 테이프 설치, 산재 처리 예정."
3448,11346,"유로폼을 앞에 세워두고 가만히 앉아있다가 넘어질 때 충분히 피할 수 있었는데 다른 생각을 하다가 유로폼이 넘어지는걸 인지하지 못하고 재해발생, 작업구역 정리정돈 미비","적업 전 작업방법에 대한 교육 철저, 작업 시 관리자 상주, 이동경로 주변 정리정돈 및 관련 작업자 안전교육 실시."
3449,11350,고소작업 등 승하강시 고소작업대 등을 사용하지 않고 부재 사이를 이동하여 추락 발생,"근로자 대상 안전교육 철저와 안전관리자 순찰 강화, 안전관리계획 이행 철저 지시 및 현장점검 강화."
3450,11359,브레이싱 해체 시 해체 된 브레이싱 부분 미고정 및 2인 1조 작업 미실시로 인한 사고,"브레이싱 해체 시 2인 1조 작업을 통해 해체된 부분을 작업자가 잡아준 상태에서 반대쪽 해체를 진행하며, 현장 관리감독을 철저히 하고 사소한 위험도 인식할 수 있도록 지속적인 교육을 실시하고 위험작업의 사전 점검을 철저히 하는 방안."
3451,11363,"1층 벽체 거푸집 설치 중 A형 사다리 이용하여 거푸집을 거는 과정에서 보 거푸집을 걸기 위해 각목을 올려놓고 각목이 고정된 줄 오판, 고정되지 않은 각목을 잡고 내려오려다 균형을 잃고 떨어짐","특별안전교육 강화와 관리감독자의 철저한 위험요소 확인, 현장 점검 및 재발 방지 대책과 위험성 평가 확인."
3452,11370,목자재를 톱날로 자르는 작업 중에서 마지막 자투리 부분을 다른 조각으로 밀어넣지 않고 무의식적으로 손으로 밀어넣으시면서 사고 발생.,"지속적인 현장 관리와 단순작업 시 작업자의 주의 요망에 따른 사건 조사 결과, 작업자의 부주의로 발생한 사고에 대한 건설 현장 안전관리 담당자의 지속적인 관리와 행정지도를 통한 주의 촉구."
3453,11374,크레인으로 올리기 작업 중 재해자가 크레인 크램프에 걸려 꿀려 올라가다가 바닥으로 떨어지며 미끄러져 하부파이프와 부딪힘,크레인 전문 신호수 배치와 작업자 안전교육을 포함한 해체 작업 전 신호수 및 작업자 교육 실시.
3454,11375,"지하주차장 기둥 밴드 작업중, 밴드의 수평을 맞추기 위해 밴드를 들어 올리다 밴드가 미끄러지면서밴드와 유로폼사이에 재해자의 왼손 중지 끝부분이 끼이는 사고 발생.","위험성 평가 회의에서의 안전교육 강화, 근로자의 수시 및 특별 안전교육을 통한 안전의식 고취, 지하주차장 기둥 밴드 작업 시 작업방법 및 위험작업 부위에 대한 안전교육 실시, 밴드 설치 작업 시 손가락 끼임 방지를 위한 관리감독 강화, 작업장 기둥 밴드 작업에 대한 특별관리 실시, 관리감독자의 수시 안전점검 실시, 근로자의 개인보호구 착용 강화."
3455,11380,"아파트 일부 붕괴(원인조사 中)→ PIT층 바닥하부 동바리의 조기철거는 39층 슬래브 타설 하중을 PIT층 바닥슬래브가 단독으로 지지하도록 만들어 PIT층 바닥슬래브의 1차붕괴를 유발하였으며, 건물 하부 방향의 연속붕괴로 이어지도록 한 가장 큰 원인입니다.그리고, 기존 설계에는 없었던 PIT층 콘크리트 가벽이 설치되면서 가벽 자중이 추가되었고, 지지방식의 변경으로 하중이 중앙부로 집중되었습니다.또한, 콘크리트 강도의 부족 및 품질불량은 철근의 부착 성능의 저하를 유발하고, 철근콘크리트가 구조체로서 거동이 될 수 없도록 하였습니다.","국토안전관리원 및 민간전문가와의 관내 안전점검 실시와 사고 조사 결과에 따른 방지대책 수립, 관련법령 및 건설기준 이행준수 강화, 공사감리의 독립적 지위 및 업무기능 강화, 품질관리계획 수립·시행의 전문성 강화, 레미콘 생산부터 시공까지 품질 확보를 위한 제도적 장치 필요, 비합법적 하도급 계약 방지를 위한 제도적 개선방안 및 불법하도급 계약 시 처벌규정 강화, 주택건설공사에 대한 감리자 감독 강화 및 정기적 점검을 통한 재발 방지 노력, 사고 원인 규명 후 철저한 대책 수립."
3456,11382,펌프준설선 배사관 해체작업(육상) 중 배사관 연결 볼트 해체 후 백호를 이용하여 배사관 이적중 근로자가 분리한 배사관 사이에 협착사고 발생,"유사사례 발생 방지를 위한 안전교육 철저, 현장관리자 상주관리 하의 장비 작업 실시, 굴삭기 운전원 전면주시 교육 철저, 전담자 지정 및 유가족 추가 면담 실시, 관계기관 후속 조치 마련."
3457,11385,지반상태가 진흙(갯벌)인 공사장에서 항타기 간 이동하던 도중 진흙(갯벌)에 발이 깊숙히 빠져 중심을 잃으며 발목이 꺾여 골절됨,"현장 내 위험요인 관련 정기교육 실시와 오전 TBM 시간 내 근로자에 대한 위험요인 전파 교육, 지반정리 및 위험 작업구간 접근금지 휀스 설치를 통한 근로자 이동동선 확보."
3458,11389,시스템 동바리 기둥설치 작업중 기둥을 놓쳐 전도 되면서 주변 작업자에게 타격됨,작업 시 무리한 행동 금지와 동바리에 관한 구간 높이의 1.5배 이상 통제구역 확장을 통한 작업 지시.
3459,11391,"사고발생에 관하여 구체적 사고원인 파악이 어려움,  개인 기저질한으로 인한 사고 개연성을 배제하지 못함 현재 조사진행 중",근로자 현장 작업 전 안전보건 교육 실시와 현장 사고조사 결과를 바탕으로 한 조치 계획 수립.
